,Credit_Mix
26223,Good
26224,Standard
26225,Standard
26226,Standard
26227,Standard
26228,Standard
26229,Standard
26230,Standard
26231,Standard
26232,Standard
26233,Standard
26234,Standard
26235,Standard
26236,Standard
26237,Standard
26238,Standard
26239,Standard
26240,Bad
26241,Bad
26242,Bad
26243,Bad
26244,Standard
26245,Standard
26246,Standard
26247,Standard
26248,Standard
26249,Standard
26250,Standard
26251,Standard
26252,Good
26253,Good
26254,Good
26255,Good
26256,Standard
26257,Standard
26258,Standard
26259,Standard
26260,Good
26261,Good
26262,Good
26263,Good
26264,Good
26265,Good
26266,Good
26267,Good
26268,Good
26269,Good
26270,Good
26271,Good
26272,Good
26273,Good
26274,Good
26275,Good
26276,Good
26277,Good
26278,Good
26279,Good
26280,Good
26281,Good
26282,Good
26283,Good
26284,Standard
26285,Standard
26286,Standard
26287,Standard
26288,Standard
26289,Standard
26290,Standard
26291,Standard
26292,Standard
26293,Standard
26294,Standard
26295,Standard
26296,Bad
26297,Bad
26298,Bad
26299,Bad
26300,Standard
26301,Standard
26302,Standard
26303,Standard
26304,Standard
26305,Standard
26306,Standard
26307,Standard
26308,Good
26309,Good
26310,Good
26311,Good
26312,Standard
26313,Standard
26314,Standard
26315,Standard
26316,Good
26317,Good
26318,Good
26319,Good
26320,Standard
26321,Standard
26322,Standard
26323,Standard
26324,Standard
26325,Standard
26326,Standard
26327,Standard
26328,Standard
26329,Standard
26330,Standard
26331,Standard
26332,Good
26333,Good
26334,Good
26335,Good
26336,Standard
26337,Standard
26338,Standard
26339,Standard
26340,Standard
26341,Standard
26342,Standard
26343,Standard
26344,Bad
26345,Bad
26346,Bad
26347,Bad
26348,Bad
26349,Bad
26350,Bad
26351,Bad
26352,Standard
26353,Standard
26354,Standard
26355,Standard
26356,Good
26357,Good
26358,Good
26359,Good
26360,Standard
26361,Standard
26362,Standard
26363,Standard
26364,_
26365,_
26366,_
26367,_
26368,Standard
26369,Standard
26370,Standard
26371,Standard
26372,Standard
26373,Standard
26374,Standard
26375,Standard
26376,Standard
26377,Standard
26378,Standard
26379,Standard
26380,Good
26381,Good
26382,Good
26383,Good
26384,Standard
26385,Standard
26386,Standard
26387,Standard
26388,Standard
26389,Standard
26390,Standard
26391,Standard
26392,Standard
26393,Standard
26394,Standard
26395,Standard
26396,Bad
26397,Bad
26398,Bad
26399,Bad
26400,Good
26401,Good
26402,Good
26403,Good
26404,Standard
26405,Standard
26406,Standard
26407,Standard
26408,Good
26409,Good
26410,Good
26411,Good
26412,Good
26413,Good
26414,Good
26415,Good
26416,Good
26417,Good
26418,Good
26419,Good
26420,Standard
26421,Standard
26422,Standard
26423,Standard
26424,Standard
26425,Standard
26426,Standard
26427,Standard
26428,Good
26429,Good
26430,Good
26431,Good
26432,Standard
26433,Standard
26434,Standard
26435,Standard
26436,Bad
26437,Bad
26438,Bad
26439,Bad
26440,Standard
26441,Standard
26442,Standard
26443,Standard
26444,Standard
26445,Standard
26446,Standard
26447,Standard
26448,Good
26449,Good
26450,Good
26451,Good
26452,Good
26453,Good
26454,Good
26455,Good
26456,Standard
26457,Standard
26458,Standard
26459,Standard
26460,Bad
26461,Bad
26462,Bad
26463,Bad
26464,Good
26465,Good
26466,Good
26467,Good
26468,Standard
26469,Standard
26470,Standard
26471,Standard
26472,Standard
26473,Standard
26474,Standard
26475,Standard
26476,Good
26477,Good
26478,Good
26479,Good
26480,Good
26481,Good
26482,Good
26483,Good
26484,Standard
26485,Standard
26486,Standard
26487,Standard
26488,Good
26489,Good
26490,Good
26491,Good
26492,Good
26493,Good
26494,Good
26495,Good
26496,Bad
26497,Bad
26498,Bad
26499,Bad
26500,Good
26501,Good
26502,Good
26503,Good
26504,Standard
26505,Standard
26506,Standard
26507,Standard
26508,Standard
26509,Standard
26510,Standard
26511,Standard
26512,Bad
26513,Bad
26514,Bad
26515,Bad
26516,Standard
26517,Standard
26518,Standard
26519,Standard
26520,Bad
26521,Bad
26522,Bad
26523,Bad
26524,Bad
26525,Bad
26526,Bad
26527,Bad
26528,Bad
26529,Bad
26530,Bad
26531,Bad
26532,Bad
26533,Bad
26534,Bad
26535,Bad
26536,Standard
26537,Standard
26538,Standard
26539,Standard
26540,Bad
26541,Bad
26542,Bad
26543,Bad
26544,Standard
26545,Standard
26546,Standard
26547,Standard
26548,Bad
26549,Bad
26550,Bad
26551,Bad
26552,Standard
26553,Standard
26554,Standard
26555,Standard
26556,Standard
26557,Standard
26558,Standard
26559,Standard
26560,Good
26561,Good
26562,Good
26563,Good
26564,Standard
26565,Standard
26566,Standard
26567,Standard
26568,Standard
26569,Standard
26570,Standard
26571,Standard
26572,Standard
26573,Standard
26574,Standard
26575,Standard
26576,Standard
26577,Standard
26578,Standard
26579,Standard
26580,Bad
26581,Bad
26582,Bad
26583,Bad
26584,Standard
26585,Standard
26586,Standard
26587,Standard
26588,Bad
26589,Bad
26590,Bad
26591,Bad
26592,Standard
26593,Standard
26594,Standard
26595,Standard
26596,Standard
26597,Standard
26598,Standard
26599,Standard
26600,Bad
26601,Bad
26602,Bad
26603,Bad
26604,Bad
26605,Bad
26606,Bad
26607,Bad
26608,Good
26609,Good
26610,Good
26611,Good
26612,Good
26613,Good
26614,Good
26615,Good
26616,Standard
26617,Standard
26618,Standard
26619,Standard
26620,Standard
26621,Standard
26622,Standard
26623,Standard
26624,Standard
26625,Standard
26626,Standard
26627,Standard
26628,Good
26629,Good
26630,Good
26631,Good
26632,Good
26633,Good
26634,Good
26635,Good
26636,Bad
26637,Bad
26638,Bad
26639,Bad
26640,Standard
26641,Standard
26642,Standard
26643,Standard
26644,Standard
26645,Standard
26646,Standard
26647,Standard
26648,Standard
26649,Standard
26650,Standard
26651,Standard
26652,Standard
26653,Standard
26654,Standard
26655,Standard
26656,Bad
26657,Bad
26658,Bad
26659,Bad
26660,Standard
26661,Standard
26662,Standard
26663,Standard
26664,Standard
26665,Standard
26666,Standard
26667,Standard
26668,Standard
26669,Standard
26670,Standard
26671,Standard
26672,Standard
26673,Standard
26674,Standard
26675,Standard
26676,Good
26677,Good
26678,Good
26679,Good
26680,Bad
26681,Bad
26682,Bad
26683,Bad
26684,Bad
26685,Bad
26686,Bad
26687,Bad
26688,Bad
26689,Bad
26690,Bad
26691,Bad
26692,Standard
26693,Standard
26694,Standard
26695,Standard
26696,Good
26697,Good
26698,Good
26699,Good
26700,Standard
26701,Standard
26702,Standard
26703,Standard
26704,Standard
26705,Standard
26706,Standard
26707,Standard
26708,Standard
26709,Standard
26710,Standard
26711,Standard
26712,Good
26713,Good
26714,Good
26715,Good
26716,Standard
26717,Standard
26718,Standard
26719,Standard
26720,Standard
26721,Standard
26722,Standard
26723,Standard
26724,Good
26725,Good
26726,Good
26727,Good
26728,Bad
26729,Bad
26730,Bad
26731,Bad
26732,Bad
26733,Bad
26734,Bad
26735,Bad
26736,Good
26737,Good
26738,Good
26739,Good
26740,Good
26741,Good
26742,Good
26743,Good
26744,Standard
26745,Standard
26746,Standard
26747,Standard
26748,Standard
26749,Standard
26750,Standard
26751,Standard
26752,Bad
26753,Bad
26754,Bad
26755,Bad
26756,Good
26757,Good
26758,Good
26759,Good
26760,Good
26761,Good
26762,Good
26763,Good
26764,Standard
26765,Standard
26766,Standard
26767,Standard
26768,Good
26769,Good
26770,Good
26771,Good
26772,Bad
26773,Bad
26774,Bad
26775,Bad
26776,Bad
26777,Bad
26778,Bad
26779,Bad
26780,Good
26781,Good
26782,Good
26783,Good
26784,Standard
26785,Standard
26786,Standard
26787,Standard
26788,Good
26789,Good
26790,Good
26791,Good
26792,Good
26793,Good
26794,Good
26795,Good
26796,Standard
26797,Standard
26798,Standard
26799,Standard
26800,Standard
26801,Standard
26802,Standard
26803,Standard
26804,Standard
26805,Standard
26806,Standard
26807,Standard
26808,Standard
26809,Standard
26810,Standard
26811,Standard
26812,Good
26813,Good
26814,Good
26815,Good
26816,Good
26817,Good
26818,Good
26819,Good
26820,Bad
26821,Bad
26822,Bad
26823,Bad
26824,Good
26825,Good
26826,Good
26827,Good
26828,Standard
26829,Standard
26830,Standard
26831,Standard
26832,Bad
26833,Bad
26834,Bad
26835,Bad
26836,Bad
26837,Bad
26838,Bad
26839,Bad
26840,Standard
26841,Standard
26842,Standard
26843,Standard
26844,Good
26845,Good
26846,Good
26847,Good
26848,Standard
26849,Standard
26850,Standard
26851,Standard
26852,Bad
26853,Bad
26854,Bad
26855,Bad
26856,Standard
26857,Standard
26858,Standard
26859,Standard
26860,Bad
26861,Bad
26862,Bad
26863,Bad
26864,Bad
26865,Bad
26866,Bad
26867,Bad
26868,Standard
26869,Standard
26870,Standard
26871,Standard
26872,Good
26873,Good
26874,Good
26875,Good
26876,Standard
26877,Standard
26878,Standard
26879,Standard
26880,Bad
26881,Bad
26882,Bad
26883,Bad
26884,Standard
26885,Standard
26886,Standard
26887,Standard
26888,Good
26889,Good
26890,Good
26891,Good
26892,Good
26893,Good
26894,Good
26895,Good
26896,Bad
26897,Bad
26898,Bad
26899,Bad
26900,Standard
26901,Standard
26902,Standard
26903,Standard
26904,Good
26905,Good
26906,Good
26907,Good
26908,Standard
26909,Standard
26910,Standard
26911,Standard
26912,Bad
26913,Bad
26914,Bad
26915,Bad
26916,Bad
26917,Bad
26918,Bad
26919,Bad
26920,Standard
26921,Standard
26922,Standard
26923,Standard
26924,Standard
26925,Standard
26926,Standard
26927,Standard
26928,Standard
26929,Standard
26930,Standard
26931,Standard
26932,Standard
26933,Standard
26934,Standard
26935,Standard
26936,Good
26937,Good
26938,Good
26939,Good
26940,Bad
26941,Bad
26942,Bad
26943,Bad
26944,Standard
26945,Standard
26946,Standard
26947,Standard
26948,Standard
26949,Standard
26950,Standard
26951,Standard
26952,Good
26953,Good
26954,Good
26955,Good
26956,Standard
26957,Standard
26958,Standard
26959,Standard
26960,Good
26961,Good
26962,Good
26963,Good
26964,Standard
26965,Standard
26966,Standard
26967,Standard
26968,Bad
26969,Bad
26970,Bad
26971,Bad
26972,Good
26973,Good
26974,Good
26975,Good
26976,Good
26977,Good
26978,Good
26979,Good
26980,Bad
26981,Bad
26982,Bad
26983,Bad
26984,Good
26985,Good
26986,Good
26987,Good
26988,Good
26989,Good
26990,Good
26991,Good
26992,Good
26993,Good
26994,Good
26995,Good
26996,Bad
26997,Bad
26998,Bad
26999,Bad
27000,Standard
27001,Standard
27002,Standard
27003,Standard
27004,Standard
27005,Standard
27006,Standard
27007,Standard
27008,Good
27009,Good
27010,Good
27011,Good
27012,Bad
27013,Bad
27014,Bad
27015,Bad
27016,Good
27017,Good
27018,Good
27019,Good
27020,Bad
27021,Bad
27022,Bad
27023,Bad
27024,Bad
27025,Bad
27026,Bad
27027,Bad
27028,Good
27029,Good
27030,Good
27031,Good
27032,Bad
27033,Bad
27034,Bad
27035,Bad
27036,Good
27037,Good
27038,Good
27039,Good
27040,Standard
27041,Standard
27042,Standard
27043,Standard
27044,Standard
27045,Standard
27046,Standard
27047,Standard
27048,Standard
27049,Standard
27050,Standard
27051,Standard
27052,Bad
27053,Bad
27054,Bad
27055,Bad
27056,Standard
27057,Standard
27058,Standard
27059,Standard
27060,Bad
27061,Bad
27062,Bad
27063,Bad
27064,Good
27065,Good
27066,Good
27067,Good
27068,Good
27069,Good
27070,Good
27071,Good
27072,Good
27073,Good
27074,Good
27075,Good
27076,Bad
27077,Bad
27078,Bad
27079,Bad
27080,Standard
27081,Standard
27082,Standard
27083,Standard
27084,Bad
27085,Bad
27086,Bad
27087,Bad
27088,Bad
27089,Bad
27090,Bad
27091,Bad
27092,Bad
27093,Bad
27094,Bad
27095,Bad
27096,Good
27097,Good
27098,Good
27099,Good
27100,Standard
27101,Standard
27102,Standard
27103,Standard
27104,Bad
27105,Bad
27106,Bad
27107,Bad
27108,Good
27109,Good
27110,Good
27111,Good
27112,Good
27113,Good
27114,Good
27115,Good
27116,Good
27117,Good
27118,Good
27119,Good
27120,Standard
27121,Standard
27122,Standard
27123,Standard
27124,Standard
27125,Standard
27126,Standard
27127,Standard
27128,Good
27129,Good
27130,Good
27131,Good
27132,Bad
27133,Bad
27134,Bad
27135,Bad
27136,Standard
27137,Standard
27138,Standard
27139,Standard
27140,Bad
27141,Bad
27142,Bad
27143,Bad
27144,Bad
27145,Bad
27146,Bad
27147,Bad
27148,Bad
27149,Bad
27150,Bad
27151,Bad
27152,Good
27153,Good
27154,Good
27155,Good
27156,Good
27157,Good
27158,Good
27159,Good
27160,Good
27161,Good
27162,Good
27163,Good
27164,Standard
27165,Standard
27166,Standard
27167,Standard
27168,Good
27169,Good
27170,Good
27171,Good
27172,Standard
27173,Standard
27174,Standard
27175,Standard
27176,Good
27177,Good
27178,Good
27179,Good
27180,Bad
27181,Bad
27182,Bad
27183,Bad
27184,Good
27185,Good
27186,Good
27187,Good
27188,Standard
27189,Standard
27190,Standard
27191,Standard
27192,Bad
27193,Bad
27194,Bad
27195,Bad
27196,Standard
27197,Standard
27198,Standard
27199,Standard
27200,Good
27201,Good
27202,Good
27203,Good
27204,Good
27205,Good
27206,Good
27207,Good
27208,Standard
27209,Standard
27210,Standard
27211,Standard
27212,Good
27213,Good
27214,Good
27215,Good
27216,Bad
27217,Bad
27218,Bad
27219,Bad
27220,Standard
27221,Standard
27222,Standard
27223,Standard
27224,Bad
27225,Bad
27226,Bad
27227,Bad
27228,Standard
27229,Standard
27230,Standard
27231,Standard
27232,Standard
27233,Standard
27234,Standard
27235,Standard
27236,Good
27237,Good
27238,Good
27239,Good
27240,Good
27241,Good
27242,Good
27243,Good
27244,Good
27245,Good
27246,Good
27247,Good
27248,Standard
27249,Standard
27250,Standard
27251,Standard
27252,Standard
27253,Standard
27254,Standard
27255,Standard
27256,Standard
27257,Standard
27258,Standard
27259,Standard
27260,Bad
27261,Bad
27262,Bad
27263,Bad
27264,Standard
27265,Standard
27266,Standard
27267,Standard
27268,Standard
27269,Standard
27270,Standard
27271,Standard
27272,Standard
27273,Standard
27274,Standard
27275,Standard
27276,Standard
27277,Standard
27278,Standard
27279,Standard
27280,Bad
27281,Bad
27282,Bad
27283,Bad
27284,Bad
27285,Bad
27286,Bad
27287,Bad
27288,Standard
27289,Standard
27290,Standard
27291,Standard
27292,Bad
27293,Bad
27294,Bad
27295,Bad
27296,Standard
27297,Standard
27298,Standard
27299,Standard
27300,Standard
27301,Standard
27302,Standard
27303,Standard
27304,Bad
27305,Bad
27306,Bad
27307,Bad
27308,Good
27309,Good
27310,Good
27311,Good
27312,Good
27313,Good
27314,Good
27315,Good
27316,Standard
27317,Standard
27318,Standard
27319,Standard
27320,Good
27321,Good
27322,Good
27323,Good
27324,Bad
27325,Bad
27326,Bad
27327,Bad
27328,Standard
27329,Standard
27330,Standard
27331,Standard
27332,Good
27333,Good
27334,Good
27335,Good
27336,Standard
27337,Standard
27338,Standard
27339,Standard
27340,Bad
27341,Bad
27342,Bad
27343,Bad
27344,Bad
27345,Bad
27346,Bad
27347,Bad
27348,Bad
27349,Bad
27350,Bad
27351,Bad
27352,Bad
27353,Bad
27354,Bad
27355,Bad
27356,Standard
27357,Standard
27358,Standard
27359,Standard
27360,Standard
27361,Standard
27362,Standard
27363,Standard
27364,Standard
27365,Standard
27366,Standard
27367,Standard
27368,Standard
27369,Standard
27370,Standard
27371,Standard
27372,Standard
27373,Standard
27374,Standard
27375,Standard
27376,Bad
27377,Bad
27378,Bad
27379,Bad
27380,Bad
27381,Bad
27382,Bad
27383,Bad
27384,Standard
27385,Standard
27386,Standard
27387,Standard
27388,Good
27389,Good
27390,Good
27391,Good
27392,Bad
27393,Bad
27394,Bad
27395,Bad
27396,Standard
27397,Standard
27398,Standard
27399,Standard
27400,Good
27401,Good
27402,Good
27403,Good
27404,Bad
27405,Bad
27406,Bad
27407,Bad
27408,Good
27409,Good
27410,Good
27411,Good
27412,Standard
27413,Standard
27414,Standard
27415,Standard
27416,Good
27417,Good
27418,Good
27419,Good
27420,Good
27421,Good
27422,Good
27423,Good
27424,Standard
27425,Standard
27426,Standard
27427,Standard
27428,Standard
27429,Standard
27430,Standard
27431,Standard
27432,Standard
27433,Standard
27434,Standard
27435,Standard
27436,Bad
27437,Bad
27438,Bad
27439,Bad
27440,Standard
27441,Standard
27442,Standard
27443,Standard
27444,Good
27445,Good
27446,Good
27447,Good
