,Changed_Credit_Limit
45275,11.5
45276,5.09
45277,5.09
45278,0.09
45279,5.09
45280,7.9
45281,7.9
45282,7.9
45283,7.9
45284,28.91
45285,28.91
45286,28.91
45287,24.91
45288,10.06
45289,10.06
45290,8.06
45291,10.06
45292,7.49
45293,7.49
45294,7.49
45295,7.49
45296,8.99
45297,8.99
45298,8.99
45299,8.99
45300,10.44
45301,7.44
45302,7.44
45303,7.44
45304,7.37
45305,7.37
45306,7.37
45307,7.37
45308,9.17
45309,9.17
45310,9.17
45311,9.17
45312,18.86
45313,18.86
45314,18.86
45315,18.86
45316,9.43
45317,9.43
45318,9.43
45319,9.43
45320,9.86
45321,9.86
45322,9.86
45323,9.86
45324,12.77
45325,9.77
45326,9.77
45327,9.77
45328,4.67
45329,13.67
45330,9.67
45331,9.67
45332,7.36
45333,7.36
45334,7.36
45335,7.36
45336,4.3
45337,4.3
45338,4.3
45339,4.3
45340,10.49
45341,6.49
45342,10.49
45343,5.49
45344,7.38
45345,15.38
45346,10.38
45347,10.38
45348,13.36
45349,13.36
45350,13.36
45351,13.36
45352,10.89
45353,10.89
45354,10.89
45355,10.89
45356,11.89
45357,16.89
45358,16.89
45359,16.89
45360,19.28
45361,19.28
45362,19.28
45363,19.28
45364,9.43
45365,14.43
45366,9.43
45367,9.43
45368,5.32
45369,9.32
45370,1.32
45371,5.32
45372,2.54
45373,2.54
45374,2.54
45375,2.54
45376,4.48
45377,4.48
45378,1.48
45379,4.48
45380,2.81
45381,2.81
45382,2.81
45383,2.81
45384,26.12
45385,26.12
45386,26.12
45387,26.12
45388,2.38
45389,2.38
45390,2.38
45391,2.38
45392,11.6
45393,11.6
45394,11.6
45395,11.6
45396,7.63
45397,7.63
45398,7.63
45399,7.63
45400,11.46
45401,11.46
45402,11.46
45403,11.46
45404,11.07
45405,11.07
45406,14.07
45407,11.07
45408,11.01
45409,11.01
45410,11.01
45411,11.01
45412,9.0
45413,9.0
45414,9.0
45415,7.0
45416,4.96
45417,5.96
45418,5.96
45419,8.96
45420,7.98
45421,7.98
45422,7.98
45423,7.98
45424,25.55
45425,25.55
45426,25.55
45427,23.55
45428,6.31
45429,1.31
45430,1.31
45431,3.31
45432,7.27
45433,7.27
45434,7.27
45435,7.27
45436,6.64
45437,6.64
45438,6.64
45439,6.64
45440,27.19
45441,27.19
45442,27.19
45443,27.19
45444,28.98
45445,28.98
45446,22.98
45447,28.98
45448,12.77
45449,8.77
45450,8.77
45451,1.77
45452,15.39
45453,15.39
45454,15.39
45455,15.39
45456,11.82
45457,11.82
45458,11.82
45459,11.82
45460,12.95
45461,14.95
45462,14.95
45463,14.95
45464,14.8
45465,19.8
45466,19.8
45467,19.8
45468,9.27
45469,9.27
45470,9.27
45471,9.27
45472,9.06
45473,9.06
45474,9.06
45475,9.06
45476,15.95
45477,11.95
45478,15.95
45479,15.95
45480,17.41
45481,17.41
45482,17.41
45483,17.41
45484,29.14
45485,23.14
45486,29.14
45487,23.14
45488,7.22
45489,7.22
45490,7.22
45491,7.22
45492,8.6
45493,8.6
45494,8.6
45495,9.6
45496,8.52
45497,8.52
45498,5.52
45499,8.52
45500,18.9
45501,18.9
45502,18.9
45503,18.9
45504,4.91
45505,4.91
45506,4.91
45507,4.91
45508,2.45
45509,2.45
45510,2.45
45511,6.45
45512,8.16
45513,8.16
45514,8.16
45515,8.16
45516,13.74
45517,13.74
45518,13.74
45519,13.74
45520,18.42
45521,18.42
45522,18.42
45523,18.42
45524,6.8
45525,6.8
45526,6.8
45527,6.8
45528,5.6
45529,5.6
45530,6.6
45531,5.6
45532,2.36
45533,2.36
45534,2.36
45535,2.36
45536,10.17
45537,10.17
45538,10.17
45539,10.17
45540,19.49
45541,21.49
45542,19.49
45543,19.49
45544,6.27
45545,6.27
45546,6.27
45547,6.27
45548,27.85
45549,27.85
45550,27.85
45551,27.85
45552,0.66
45553,0.66
45554,0.66
45555,0.66
45556,2.17
45557,2.17
45558,2.17
45559,2.17
45560,10.22
45561,10.22
45562,10.22
45563,10.22
45564,2.03
45565,2.03
45566,2.03
45567,2.03
45568,19.9
45569,19.9
45570,19.9
45571,19.9
45572,14.63
45573,14.63
45574,14.63
45575,13.63
45576,1.03
45577,1.03
45578,1.03
45579,1.03
45580,15.02
45581,15.02
45582,15.02
45583,15.02
45584,0.97
45585,0.97
45586,0.97
45587,0.97
45588,23.16
45589,23.16
45590,23.16
45591,23.16
45592,6.98
45593,6.98
45594,6.98
45595,6.98
45596,4.27
45597,0.27
45598,6.27
45599,4.27
45600,19.58
45601,19.58
45602,19.58
45603,19.58
45604,12.64
45605,9.64
45606,9.64
45607,9.64
45608,6.28
45609,0.28
45610,6.28
45611,6.28
45612,0.95
45613,5.95
45614,0.95
45615,0.95
45616,19.15
45617,19.15
45618,22.15
45619,19.15
45620,19.03
45621,19.03
45622,19.03
45623,19.03
45624,19.05
45625,19.05
45626,19.05
45627,19.05
45628,6.15
45629,6.15
45630,6.15
45631,6.15
45632,18.44
45633,18.44
45634,18.44
45635,18.44
45636,15.63
45637,20.63
45638,15.63
45639,15.63
45640,10.45
45641,10.45
45642,10.45
45643,10.45
45644,9.4
45645,9.4
45646,9.4
45647,9.4
45648,18.44
45649,18.44
45650,18.44
45651,18.44
45652,4.08
45653,4.08
45654,4.08
45655,4.08
45656,6.42
45657,6.42
45658,6.42
45659,6.42
45660,7.56
45661,7.56
45662,7.56
45663,7.56
45664,7.87
45665,7.87
45666,7.87
45667,7.87
45668,8.67
45669,8.67
45670,8.67
45671,8.67
45672,14.46
45673,12.46
45674,14.46
45675,14.46
45676,10.65
45677,10.65
45678,10.65
45679,10.65
45680,10.93
45681,10.93
45682,10.93
45683,10.93
45684,17.51
45685,17.51
45686,17.51
45687,17.51
45688,18.61
45689,18.61
45690,18.61
45691,18.61
45692,4.58
45693,4.58
45694,7.58
45695,4.58
45696,2.21
45697,2.21
45698,2.21
45699,2.21
45700,6.31
45701,6.31
45702,6.31
45703,6.31
45704,1.07
45705,1.07
45706,1.07
45707,1.07
45708,1.26
45709,1.26
45710,1.26
45711,1.26
45712,17.27
45713,17.27
45714,17.27
45715,17.27
45716,7.33
45717,7.33
45718,7.33
45719,7.33
45720,6.67
45721,6.67
45722,6.67
45723,6.67
45724,6.18
45725,6.18
45726,6.18
45727,6.18
45728,7.07
45729,2.07
45730,7.07
45731,7.07
45732,3.67
45733,3.67
45734,3.67
45735,3.67
45736,18.81
45737,17.81
45738,19.81
45739,18.81
45740,25.87
45741,25.87
45742,25.87
45743,25.87
45744,16.75
45745,16.75
45746,17.75
45747,16.75
45748,3.68
45749,3.68
45750,3.68
45751,3.68
45752,17.95
45753,17.95
45754,17.95
45755,17.95
45756,24.8
45757,18.8
45758,18.8
45759,15.8
45760,9.95
45761,14.95
45762,9.95
45763,9.95
45764,8.25
45765,8.25
45766,13.25
45767,11.25
45768,12.51
45769,6.51
45770,7.51
45771,12.51
45772,9.16
45773,9.16
45774,9.16
45775,9.16
45776,10.39
45777,10.39
45778,10.39
45779,10.39
45780,15.51
45781,15.51
45782,15.51
45783,15.51
45784,16.73
45785,16.73
45786,16.73
45787,16.73
45788,10.98
45789,11.98
45790,14.98
45791,10.98
45792,23.86
45793,23.86
45794,23.86
45795,23.86
45796,3.4
45797,3.4
45798,3.4
45799,3.4
45800,8.2
45801,8.2
45802,8.2
45803,6.2
45804,3.1
45805,3.1
45806,3.1
45807,3.1
45808,18.13
45809,18.13
45810,18.13
45811,18.13
45812,16.23
45813,16.23
45814,16.23
45815,16.23
45816,18.3
45817,18.3
45818,18.3
45819,18.3
45820,16.64
45821,16.64
45822,18.64
45823,16.64
45824,10.06
45825,10.06
45826,10.06
45827,10.06
45828,9.31
45829,9.31
45830,9.31
45831,9.31
45832,9.3
45833,12.3
45834,15.3
45835,9.3
45836,18.66
45837,24.66
45838,14.66
45839,18.66
45840,7.87
45841,7.87
45842,7.87
45843,7.87
45844,7.71
45845,7.71
45846,7.71
45847,7.71
45848,8.73
45849,8.73
45850,8.73
45851,8.73
45852,8.19
45853,8.19
45854,12.19
45855,8.19
45856,5.49
45857,5.49
45858,5.49
45859,5.49
45860,9.8
45861,9.8
45862,9.8
45863,9.8
45864,7.21
45865,7.21
45866,7.21
45867,8.21
45868,12.45
45869,12.45
45870,12.45
45871,12.45
45872,8.84
45873,8.84
45874,8.84
45875,8.84
45876,10.23
45877,4.23
45878,6.23
45879,6.23
45880,12.43
45881,12.43
45882,17.43
45883,12.43
45884,6.44
45885,6.44
45886,6.44
45887,6.44
45888,5.6
45889,5.6
45890,5.6
45891,5.6
45892,11.23
45893,11.23
45894,11.23
45895,11.23
45896,12.38
45897,9.38
45898,9.38
45899,6.38
45900,6.02
45901,16.02
45902,13.02
45903,9.02
45904,15.11
45905,8.11
45906,8.11
45907,8.11
45908,12.0
45909,12.0
45910,12.0
45911,12.0
45912,11.8
45913,11.8
45914,11.8
45915,11.8
45916,20.54
45917,20.54
45918,20.54
45919,20.54
45920,9.26
45921,9.26
45922,9.26
45923,8.26
45924,5.21
45925,8.21
45926,5.21
45927,1.21
45928,27.01
45929,27.01
45930,27.01
45931,27.01
45932,0.57
45933,0.57
45934,0.57
45935,0.57
45936,21.9
45937,26.9
45938,26.9
45939,26.9
45940,3.22
45941,3.22
45942,3.22
45943,3.22
45944,13.23
45945,18.23
45946,15.23
45947,13.23
45948,18.35
45949,18.35
45950,18.35
45951,18.35
45952,7.35
45953,7.35
45954,7.35
45955,7.35
45956,9.99
45957,9.99
45958,5.99
45959,9.99
45960,15.96
45961,14.96
45962,11.96
45963,7.96
45964,5.6
45965,10.6
45966,10.6
45967,10.6
45968,13.84
45969,13.84
45970,13.84
45971,18.84
45972,5.29
45973,5.29
45974,5.29
45975,5.29
45976,6.86
45977,6.86
45978,6.86
45979,6.86
45980,4.45
45981,4.45
45982,4.45
45983,4.45
45984,20.47
45985,21.47
45986,14.47
45987,14.47
45988,19.29
45989,19.29
45990,25.29
45991,19.29
45992,2.87
45993,5.87
45994,5.87
45995,5.87
45996,7.58
45997,7.58
45998,7.58
45999,7.58
46000,0.65
46001,0.65
46002,0.65
46003,0.65
46004,19.98
46005,13.98
46006,19.98
46007,19.98
46008,9.25
46009,9.25
46010,9.25
46011,9.25
46012,11.77
46013,6.77
46014,6.77
46015,6.77
46016,5.15
46017,5.15
46018,5.15
46019,5.15
46020,0.86
46021,0.86
46022,0.86
46023,0.86
46024,7.28
46025,7.28
46026,7.28
46027,7.28
46028,2.65
46029,2.65
46030,2.65
46031,2.65
46032,4.29
46033,4.29
46034,4.29
46035,4.29
46036,9.35
46037,9.35
46038,9.35
46039,9.35
46040,8.3
46041,8.3
46042,8.3
46043,8.3
46044,3.84
46045,3.84
46046,3.84
46047,3.84
46048,11.8
46049,11.8
46050,11.8
46051,11.8
46052,8.22
46053,1.22
46054,8.22
46055,15.22
46056,18.41
46057,18.41
46058,18.41
46059,18.41
46060,6.46
46061,6.46
46062,6.46
46063,6.46
46064,9.02
46065,9.02
46066,14.02
46067,9.02
46068,18.42
46069,23.42
46070,18.42
46071,18.42
46072,16.43
46073,16.43
46074,16.43
46075,16.43
46076,9.2
46077,9.2
46078,9.2
46079,9.2
46080,5.01
46081,5.01
46082,5.01
46083,7.01
46084,7.17
46085,4.17
46086,5.17
46087,7.17
46088,14.37
46089,14.37
46090,14.37
46091,14.37
46092,12.48
46093,12.48
46094,12.48
46095,12.48
46096,17.4
46097,11.4
46098,11.4
46099,9.4
46100,6.09
46101,6.09
46102,6.09
46103,6.09
46104,5.2
46105,5.2
46106,5.2
46107,5.2
46108,11.42
46109,11.42
46110,11.42
46111,4.42
46112,11.19
46113,11.19
46114,11.19
46115,11.19
46116,16.1
46117,16.1
46118,16.1
46119,15.1
46120,9.16
46121,9.16
46122,9.16
46123,9.16
46124,14.0
46125,19.0
46126,14.0
46127,14.0
46128,9.73
46129,9.73
46130,8.73
46131,9.73
46132,5.89
46133,5.89
46134,8.89
46135,5.89
46136,7.41
46137,7.41
46138,7.41
46139,7.41
46140,12.71
46141,12.71
46142,11.71
46143,12.71
46144,2.89
46145,2.89
46146,2.89
46147,2.89
46148,0.8
46149,0.8
46150,0.8
46151,0.8
46152,4.64
46153,4.64
46154,4.64
46155,4.64
46156,19.43
46157,19.43
46158,19.43
46159,19.43
46160,16.76
46161,16.76
46162,16.76
46163,16.76
46164,1.56
46165,1.56
46166,1.56
46167,8.56
46168,27.43
46169,27.43
46170,27.43
46171,27.43
46172,8.53
46173,8.53
46174,7.53
46175,8.53
46176,15.58
46177,13.58
46178,9.58
46179,19.58
46180,2.77
46181,2.77
46182,2.77
46183,2.77
46184,2.41
46185,2.41
46186,2.41
46187,2.41
46188,5.37
46189,9.37
46190,9.37
46191,3.37
46192,8.6
46193,8.6
46194,8.6
46195,8.6
46196,1.99
46197,1.99
46198,1.99
46199,1.99
46200,21.63
46201,21.63
46202,18.63
46203,21.63
46204,7.01
46205,7.01
46206,7.01
46207,7.01
46208,8.23
46209,8.23
46210,8.23
46211,8.23
46212,2.81
46213,2.81
46214,2.81
46215,2.81
46216,3.46
46217,3.46
46218,3.46
46219,3.46
46220,8.59
46221,8.59
46222,8.59
46223,8.59
46224,3.74
46225,3.74
46226,3.74
46227,3.74
46228,2.85
46229,8.85
46230,8.85
46231,8.85
46232,5.08
46233,5.08
46234,5.08
46235,11.08
46236,8.61
46237,8.61
46238,8.61
46239,14.61
46240,8.82
46241,8.82
46242,8.82
46243,8.82
46244,17.49
46245,17.49
46246,17.49
46247,17.49
46248,14.35
46249,18.35
46250,18.35
46251,18.35
46252,11.02
46253,11.02
46254,11.02
46255,11.02
46256,6.4
46257,6.4
46258,6.4
46259,6.4
46260,11.47
46261,11.47
46262,11.47
46263,11.47
46264,10.02
46265,10.02
46266,10.02
46267,10.02
46268,8.47
46269,8.47
46270,8.47
46271,8.47
46272,14.36
46273,14.36
46274,14.36
46275,14.36
46276,9.96
46277,9.96
46278,9.96
46279,4.96
46280,14.51
46281,14.51
46282,14.51
46283,14.51
46284,10.51
46285,15.51
46286,13.51
46287,15.51
46288,11.4
46289,11.4
46290,11.4
46291,11.4
46292,0.64
46293,0.64
46294,0.64
46295,0.64
46296,25.57
46297,25.57
46298,25.57
46299,25.57
46300,1.09
46301,1.09
46302,1.09
46303,1.09
46304,29.55
46305,24.55
46306,29.55
46307,36.55
46308,15.78
46309,22.78
46310,15.78
46311,15.78
46312,24.22
46313,31.22
46314,24.22
46315,24.22
46316,0.75
46317,0.75
46318,0.75
46319,0.75
46320,6.96
46321,6.96
46322,6.96
46323,6.96
46324,19.03
46325,17.03
46326,17.03
46327,17.03
46328,5.18
46329,9.18
46330,7.18
46331,7.18
46332,1.47
46333,1.47
46334,1.47
46335,1.47
46336,2.31
46337,2.31
46338,2.31
46339,2.31
46340,7.73
46341,7.73
46342,7.73
46343,7.73
46344,17.25
46345,17.25
46346,17.25
46347,17.25
46348,12.84
46349,12.84
46350,12.84
46351,9.84
46352,10.32
46353,7.32
46354,7.32
46355,3.32
46356,22.04
46357,22.04
46358,22.04
46359,22.04
46360,9.94
46361,9.94
46362,9.94
46363,9.94
46364,19.04
46365,19.04
46366,19.04
46367,19.04
46368,2.1
46369,2.1
46370,2.1
46371,2.1
46372,11.99
46373,11.99
46374,11.99
46375,11.99
46376,4.62
46377,4.62
46378,4.62
46379,4.62
46380,11.45
46381,11.45
46382,18.45
46383,11.45
46384,2.25
46385,2.25
46386,2.25
46387,2.25
46388,11.47
46389,8.47
46390,8.47
46391,8.47
46392,3.8
46393,3.8
46394,3.8
46395,3.8
46396,1.57
46397,1.57
46398,1.57
46399,1.57
46400,7.23
46401,10.23
46402,7.23
46403,7.23
46404,10.3
46405,10.3
46406,10.3
46407,10.3
46408,10.13
46409,10.13
46410,6.13
46411,10.13
46412,16.19
46413,16.19
46414,16.19
46415,16.19
46416,0.93
46417,0.93
46418,0.93
46419,0.93
46420,13.58
46421,13.58
46422,13.58
46423,13.58
46424,6.39
46425,13.39
46426,13.39
46427,13.39
46428,10.19
46429,14.19
46430,10.19
46431,10.19
46432,12.61
46433,12.61
46434,12.61
46435,12.61
46436,5.39
46437,5.39
46438,5.39
46439,5.39
46440,4.37
46441,4.37
46442,4.37
46443,4.37
46444,8.07
46445,8.07
46446,8.07
46447,6.07
46448,17.16
46449,17.16
46450,17.16
46451,17.16
46452,8.46
46453,7.46
46454,7.46
46455,7.46
46456,8.43
46457,8.43
46458,8.43
46459,8.43
46460,1.32
46461,1.32
46462,1.32
46463,1.32
46464,7.06
46465,7.06
46466,7.06
46467,7.06
46468,15.68
46469,13.68
46470,11.68
46471,15.68
46472,2.58
46473,2.58
46474,2.58
46475,2.58
46476,13.62
46477,8.62
46478,8.62
46479,8.62
46480,1.55
46481,1.55
46482,1.55
46483,1.55
46484,8.06
46485,8.06
46486,8.06
46487,2.06
46488,25.04
46489,28.04
46490,25.04
46491,25.04
46492,9.74
46493,9.74
46494,9.74
46495,9.74
46496,18.74
46497,18.74
46498,18.74
46499,18.74
46500,11.77
46501,11.77
46502,16.77
46503,11.77
46504,3.21
46505,3.21
46506,3.21
46507,3.21
46508,15.06
46509,15.06
46510,15.06
46511,15.06
46512,27.18
46513,27.18
46514,23.18
46515,27.18
46516,3.22
46517,3.22
46518,3.22
46519,3.22
46520,4.67
46521,9.67
46522,9.67
46523,9.67
46524,10.93
46525,10.93
46526,10.93
46527,10.93
46528,4.68
46529,4.68
46530,4.68
46531,4.68
46532,10.26
46533,5.26
46534,10.26
46535,10.26
46536,8.78
46537,8.78
46538,8.78
46539,1.78
46540,31.21
46541,34.21
46542,28.21
46543,34.21
46544,7.25
46545,5.25
46546,7.25
46547,7.25
46548,26.87
46549,26.87
46550,26.87
46551,26.87
46552,5.54
46553,5.54
46554,5.54
46555,5.54
46556,9.79
46557,5.79
46558,9.79
46559,9.79
46560,5.97
46561,5.97
46562,3.97
46563,5.97
46564,5.72
46565,5.72
46566,5.72
46567,5.72
46568,16.21
46569,16.21
46570,16.21
46571,16.21
46572,5.16
46573,5.16
46574,5.16
46575,5.16
46576,5.75
46577,3.75
46578,3.75
46579,3.75
46580,12.64
46581,12.64
46582,12.64
46583,12.64
46584,11.2
46585,11.2
46586,11.2
46587,11.2
46588,7.13
46589,7.13
46590,7.13
46591,7.13
46592,6.76
46593,6.76
46594,6.76
46595,6.76
46596,17.22
46597,17.22
46598,17.22
46599,17.22
46600,8.27
46601,8.27
46602,8.27
46603,8.27
46604,7.69
46605,7.69
46606,7.69
46607,7.69
46608,1.63
46609,1.63
46610,1.63
46611,1.63
46612,5.64
46613,5.64
46614,5.64
46615,5.64
46616,5.6
46617,5.6
46618,5.6
46619,5.6
46620,21.62
46621,16.62
46622,16.62
46623,16.62
46624,27.02
46625,27.02
46626,27.02
46627,27.02
46628,0.9
46629,0.9
46630,0.9
46631,0.9
46632,19.95
46633,19.95
46634,19.95
46635,19.95
46636,4.46
46637,4.46
46638,4.46
46639,4.46
46640,10.74
46641,10.74
46642,10.74
46643,10.74
46644,19.63
46645,19.63
46646,19.63
46647,19.63
46648,9.74
46649,6.74
46650,6.74
46651,6.74
46652,6.4
46653,6.4
46654,6.4
46655,6.4
46656,28.12
46657,28.12
46658,28.12
46659,28.12
46660,11.23
46661,11.23
46662,11.23
46663,11.23
46664,10.31
46665,10.31
46666,10.31
46667,10.31
46668,3.67
46669,3.67
46670,3.67
46671,3.67
46672,11.36
46673,11.36
46674,11.36
46675,11.36
46676,18.68
46677,18.68
46678,22.68
46679,18.68
46680,5.9
46681,5.9
46682,5.9
46683,5.9
46684,5.99
46685,5.99
46686,4.99
46687,5.99
46688,5.01
46689,5.01
46690,5.01
46691,5.01
46692,17.67
46693,17.67
46694,17.67
46695,17.67
46696,2.1
46697,7.1
46698,2.1
46699,1.1
46700,5.75
46701,5.75
46702,5.75
46703,5.75
46704,13.02
46705,13.02
46706,13.02
46707,13.02
46708,18.2
46709,18.2
46710,18.2
46711,16.2
46712,27.3
46713,27.3
46714,27.3
46715,27.3
46716,9.27
46717,9.27
46718,9.27
46719,9.27
46720,7.58
46721,4.58
46722,7.58
46723,4.58
46724,1.14
46725,6.14
46726,4.14
46727,5.14
46728,11.62
46729,11.62
46730,11.62
46731,11.62
46732,0.55
46733,0.55
46734,0.55
46735,0.55
46736,0.5
46737,0.5
46738,0.5
46739,0.5
46740,21.03
46741,19.03
46742,19.03
46743,19.03
46744,6.53
46745,9.53
46746,9.53
46747,12.53
46748,15.03
46749,15.03
46750,15.03
46751,15.03
46752,16.29
46753,16.29
46754,16.29
46755,16.29
46756,8.07
46757,8.07
46758,8.07
46759,8.07
46760,7.14
46761,7.14
46762,7.14
46763,14.14
46764,5.26
46765,5.26
46766,5.26
46767,5.26
46768,6.74
46769,6.74
46770,6.74
46771,6.74
46772,20.72
46773,13.72
46774,20.72
46775,20.72
46776,28.7
46777,28.7
46778,28.7
46779,28.7
46780,23.19
46781,23.19
46782,23.19
46783,23.19
46784,11.25
46785,11.25
46786,11.25
46787,9.25
46788,0.73
46789,0.73
46790,0.73
46791,0.73
46792,8.05
46793,8.05
46794,14.05
46795,8.05
46796,10.73
46797,10.73
46798,10.73
46799,10.73
46800,4.08
46801,4.08
46802,4.08
46803,4.08
46804,3.48
46805,3.48
46806,3.48
46807,3.48
46808,18.45
46809,18.45
46810,18.45
46811,18.45
46812,10.32
46813,10.32
46814,8.32
46815,10.32
46816,17.07
46817,17.07
46818,17.07
46819,17.07
46820,16.92
46821,20.92
46822,20.92
46823,16.92
46824,15.12
46825,12.12
46826,12.12
46827,12.12
46828,13.62
46829,13.62
46830,13.62
46831,13.62
46832,11.55
46833,7.55
46834,7.55
46835,14.55
46836,8.19
46837,8.19
46838,8.19
46839,8.19
46840,26.49
46841,26.49
46842,26.49
46843,26.49
46844,18.89
46845,18.89
46846,18.89
46847,18.89
46848,4.86
46849,4.86
46850,4.86
46851,4.86
46852,10.68
46853,10.68
46854,10.68
46855,10.68
46856,7.68
46857,7.68
46858,1.68
46859,7.68
46860,27.91
46861,27.91
46862,27.91
46863,27.91
46864,10.07
46865,10.07
46866,10.07
46867,14.07
46868,17.53
46869,17.53
46870,15.53
46871,17.53
46872,3.46
46873,3.46
46874,3.46
46875,3.46
46876,0.5
46877,0.5
46878,0.5
46879,0.5
46880,5.0
46881,3.0
46882,3.0
46883,8.0
46884,7.97
46885,10.97
46886,7.97
46887,7.97
46888,4.1
46889,4.1
46890,4.1
46891,4.1
46892,13.31
46893,13.31
46894,13.31
46895,13.31
46896,21.3
46897,23.3
46898,23.3
46899,23.3
46900,1.22
46901,1.22
46902,1.22
46903,1.22
46904,8.35
46905,8.35
46906,8.35
46907,8.35
46908,18.07
46909,12.07
46910,12.07
46911,12.07
46912,10.96
46913,15.96
46914,10.96
46915,9.96
46916,4.5
46917,4.5
46918,4.5
