,Outstanding_Debt
21412,188.89
21413,188.89
21414,188.89
21415,188.89
21416,982.98
21417,982.98
21418,982.98
21419,982.98
21420,49.52
21421,49.52
21422,49.52
21423,49.52
21424,461.19
21425,461.19
21426,461.19
21427,461.19
21428,455.55
21429,455.55
21430,455.55
21431,455.55
21432,330.26
21433,330.26
21434,330.26
21435,330.26
21436,1124.24
21437,1124.24
21438,1124.24
21439,1124.24
21440,180.51
21441,180.51
21442,180.51
21443,180.51
21444,510.55
21445,510.55
21446,510.55
21447,510.55
21448,1408.73
21449,1408.73
21450,1408.73
21451,1408.73
21452,2542.76
21453,2542.76
21454,2542.76
21455,2542.76
21456,2577.15
21457,2577.15
21458,2577.15
21459,2577.15
21460,1178.89
21461,1178.89
21462,1178.89
21463,1178.89
21464,1174.48
21465,1174.48
21466,1174.48
21467,1174.48
21468,1344.31
21469,1344.31
21470,1344.31
21471,1344.31
21472,1039.71
21473,1039.71
21474,1039.71
21475,1039.71
21476,892.56
21477,892.56
21478,892.56
21479,892.56
21480,2208.99
21481,2208.99
21482,2208.99
21483,2208.99
21484,4105.86
21485,4105.86
21486,4105.86
21487,4105.86
21488,23.0
21489,23.0
21490,23.0
21491,23.0
21492,1287.18
21493,1287.18
21494,1287.18
21495,1287.18
21496,1695.75
21497,1695.75
21498,1695.75
21499,1695.75
21500,2640.74
21501,2640.74
21502,2640.74
21503,2640.74
21504,2109.67
21505,2109.67
21506,2109.67
21507,2109.67
21508,2053.1
21509,2053.1
21510,2053.1
21511,2053.1
21512,2374.96
21513,2374.96
21514,2374.96
21515,2374.96
21516,2310.04
21517,2310.04
21518,2310.04
21519,2310.04
21520,1488.29
21521,1488.29
21522,1488.29
21523,1488.29
21524,717.86
21525,717.86
21526,717.86
21527,717.86
21528,4108.42
21529,4108.42
21530,4108.42
21531,4108.42
21532,990.39
21533,990.39
21534,990.39
21535,990.39
21536,1923.54
21537,1923.54
21538,1923.54
21539,1923.54
21540,1392.72
21541,1392.72
21542,1392.72
21543,1392.72
21544,4960.88
21545,4960.88
21546,4960.88
21547,4960.88
21548,3671.84
21549,3671.84
21550,3671.84
21551,3671.84
21552,854.43
21553,854.43
21554,854.43
21555,854.43
21556,1036.37
21557,1036.37
21558,1036.37
21559,1036.37
21560,1485.18
21561,1485.18
21562,1485.18
21563,1485.18
21564,1128.58
21565,1128.58
21566,1128.58
21567,1128.58
21568,80.06
21569,80.06
21570,80.06
21571,80.06
21572,1069.89
21573,1069.89
21574,1069.89
21575,1069.89
21576,1391.31
21577,1391.31
21578,1391.31
21579,1391.31
21580,1185.56
21581,1185.56
21582,1185.56
21583,1185.56
21584,2410.07
21585,2410.07
21586,2410.07
21587,2410.07
21588,1046.68
21589,1046.68
21590,1046.68
21591,1046.68
21592,588.81
21593,588.81
21594,588.81
21595,588.81
21596,116.26
21597,116.26
21598,116.26
21599,116.26
21600,2229.82
21601,2229.82
21602,2229.82
21603,2229.82
21604,720.08
21605,720.08
21606,720.08
21607,720.08
21608,2291.05
21609,2291.05
21610,2291.05
21611,2291.05
21612,1227.49
21613,1227.49
21614,1227.49
21615,1227.49
21616,279.53
21617,279.53
21618,279.53
21619,279.53
21620,968.34
21621,968.34
21622,968.34
21623,968.34
21624,1215.11
21625,1215.11
21626,1215.11
21627,1215.11
21628,2823.83
21629,2823.83
21630,2823.83
21631,2823.83
21632,4151.04
21633,4151.04
21634,4151.04
21635,4151.04
21636,2484.72
21637,2484.72
21638,2484.72
21639,2484.72
21640,499.04
21641,499.04
21642,499.04
21643,499.04
21644,1236.68
21645,1236.68
21646,1236.68
21647,1236.68
21648,2650.7
21649,2650.7
21650,2650.7
21651,2650.7
21652,1433.03
21653,1433.03
21654,1433.03
21655,1433.03
21656,327.8
21657,327.8
21658,327.8
21659,327.8
21660,994.73
21661,994.73
21662,994.73
21663,994.73
21664,371.41
21665,371.41
21666,371.41
21667,371.41
21668,254.3
21669,254.3
21670,254.3
21671,254.3
21672,512.09
21673,512.09
21674,512.09
21675,512.09
21676,2656.51
21677,2656.51
21678,2656.51
21679,2656.51
21680,1173.99
21681,1173.99
21682,1173.99
21683,1173.99
21684,957.82
21685,957.82
21686,957.82
21687,957.82
21688,2358.57
21689,2358.57
21690,2358.57
21691,2358.57
21692,548.32
21693,548.32
21694,548.32
21695,548.32
21696,3513.91
21697,3513.91
21698,3513.91
21699,3513.91
21700,1554.93
21701,1554.93
21702,1554.93
21703,1554.93
21704,2547.35
21705,2547.35
21706,2547.35
21707,2547.35
21708,1421.43
21709,1421.43
21710,1421.43
21711,1421.43
21712,997.45
21713,997.45
21714,997.45
21715,997.45
21716,1206.07
21717,1206.07
21718,1206.07
21719,1206.07
21720,1073.74
21721,1073.74
21722,1073.74
21723,1073.74
21724,4340.03
21725,4340.03
21726,4340.03
21727,4340.03
21728,426.07
21729,426.07
21730,426.07
21731,426.07
21732,3572.04
21733,3572.04
21734,3572.04
21735,3572.04
21736,251.99
21737,251.99
21738,251.99
21739,251.99
21740,1348.66
21741,1348.66
21742,1348.66
21743,1348.66
21744,2136.82
21745,2136.82
21746,2136.82
21747,2136.82
21748,336.54
21749,336.54
21750,336.54
21751,336.54
21752,1978.1
21753,1978.1
21754,1978.1
21755,1978.1
21756,2698.94
21757,2698.94
21758,2698.94
21759,2698.94
21760,904.47
21761,904.47
21762,904.47
21763,904.47
21764,2548.54
21765,2548.54
21766,2548.54
21767,2548.54
21768,1652.88
21769,1652.88
21770,1652.88
21771,1652.88
21772,1106.11
21773,1106.11
21774,1106.11
21775,1106.11
21776,2012.34
21777,2012.34
21778,2012.34
21779,2012.34
21780,427.94
21781,427.94
21782,427.94
21783,427.94
21784,619.29
21785,619.29
21786,619.29
21787,619.29
21788,3495.11
21789,3495.11
21790,3495.11
21791,3495.11
21792,1013.53
21793,1013.53
21794,1013.53
21795,1013.53
21796,4171.09
21797,4171.09
21798,4171.09
21799,4171.09
21800,136.53
21801,136.53
21802,136.53
21803,136.53
21804,4712.1
21805,4712.1
21806,4712.1
21807,4712.1
21808,930.24
21809,930.24
21810,930.24
21811,930.24
21812,1058.13
21813,1058.13
21814,1058.13
21815,1058.13
21816,565.28
21817,565.28
21818,565.28
21819,565.28
21820,3416.97
21821,3416.97
21822,3416.97
21823,3416.97
21824,1025.71
21825,1025.71
21826,1025.71
21827,1025.71
21828,1472.86
21829,1472.86
21830,1472.86
21831,1472.86
21832,4964.77
21833,4964.77
21834,4964.77
21835,4964.77
21836,1057.47
21837,1057.47
21838,1057.47
21839,1057.47
21840,1166.64
21841,1166.64
21842,1166.64
21843,1166.64
21844,607.78
21845,607.78
21846,607.78
21847,607.78
21848,2503.76
21849,2503.76
21850,2503.76
21851,2503.76
21852,493.99
21853,493.99
21854,493.99
21855,493.99
21856,59.21
21857,59.21
21858,59.21
21859,59.21
21860,4192.94
21861,4192.94
21862,4192.94
21863,4192.94
21864,1720.78
21865,1720.78
21866,1720.78
21867,1720.78
21868,1475.99
21869,1475.99
21870,1475.99
21871,1475.99
21872,3921.14
21873,3921.14
21874,3921.14
21875,3921.14
21876,1943.21
21877,1943.21
21878,1943.21
21879,1943.21
21880,819.98
21881,819.98
21882,819.98
21883,819.98
21884,1264.92
21885,1264.92
21886,1264.92
21887,1264.92
21888,114.44
21889,114.44
21890,114.44
21891,114.44
21892,1626.82
21893,1626.82
21894,1626.82
21895,1626.82
21896,1803.13
21897,1803.13
21898,1803.13
21899,1803.13
21900,2350.45
21901,2350.45
21902,2350.45
21903,2350.45
21904,2578.2
21905,2578.2
21906,2578.2
21907,2578.2
21908,1233.74
21909,1233.74
21910,1233.74
21911,1233.74
21912,1211.85
21913,1211.85
21914,1211.85
21915,1211.85
21916,4887.73
21917,4887.73
21918,4887.73
21919,4887.73
21920,2589.31
21921,2589.31
21922,2589.31
21923,2589.31
21924,1361.67
21925,1361.67
21926,1361.67
21927,1361.67
21928,2034.67
21929,2034.67
21930,2034.67
21931,2034.67
21932,2386.46
21933,2386.46
21934,2386.46
21935,2386.46
21936,1575.5
21937,1575.5
21938,1575.5
21939,1575.5
21940,189.92
21941,189.92
21942,189.92
21943,189.92
21944,671.88
21945,671.88
21946,671.88
21947,671.88
21948,677.58
21949,677.58
21950,677.58
21951,677.58
21952,1909.03
21953,1909.03
21954,1909.03
21955,1909.03
21956,2587.15
21957,2587.15
21958,2587.15
21959,2587.15
21960,3270.39
21961,3270.39
21962,3270.39
21963,3270.39
21964,700.2
21965,700.2
21966,700.2
21967,700.2
21968,4977.18
21969,4977.18
21970,4977.18
21971,4977.18
21972,860.37
21973,860.37
21974,860.37
21975,860.37
21976,1467.62
21977,1467.62
21978,1467.62
21979,1467.62
21980,290.39
21981,290.39
21982,290.39
21983,290.39
21984,1522.95
21985,1522.95
21986,1522.95
21987,1522.95
21988,2866.5
21989,2866.5
21990,2866.5
21991,2866.5
21992,494.16
21993,494.16
21994,494.16
21995,494.16
21996,458.36
21997,458.36
21998,458.36
21999,458.36
22000,2422.18
22001,2422.18
22002,2422.18
22003,2422.18
22004,2623.2
22005,2623.2
22006,2623.2
22007,2623.2
22008,1072.83
22009,1072.83
22010,1072.83
22011,1072.83
22012,16.18
22013,16.18
22014,16.18
22015,16.18
22016,1262.89
22017,1262.89
22018,1262.89
22019,1262.89
22020,876.69
22021,876.69
22022,876.69
22023,876.69
22024,2239.44
22025,2239.44
22026,2239.44
22027,2239.44
22028,1465.3
22029,1465.3
22030,1465.3
22031,1465.3
22032,50.07
22033,50.07
22034,50.07
22035,50.07
22036,3215.43
22037,3215.43
22038,3215.43
22039,3215.43
22040,1418.31
22041,1418.31
22042,1418.31
22043,1418.31
22044,233.82
22045,233.82
22046,233.82
22047,233.82
22048,4501.87
22049,4501.87
22050,4501.87
22051,4501.87
22052,492.86
22053,492.86
22054,492.86
22055,492.86
22056,850.37
22057,850.37
22058,850.37
22059,850.37
22060,2436.17
22061,2436.17
22062,2436.17
22063,2436.17
22064,708.5
22065,708.5
22066,708.5
22067,708.5
22068,1314.73
22069,1314.73
22070,1314.73
22071,1314.73
22072,1192.4
22073,1192.4
22074,1192.4
22075,1192.4
22076,1386.79
22077,1386.79
22078,1386.79
22079,1386.79
22080,1389.53
22081,1389.53
22082,1389.53
22083,1389.53
22084,1754.88
22085,1754.88
22086,1754.88
22087,1754.88
22088,1331.03
22089,1331.03
22090,1331.03
22091,1331.03
22092,471.0
22093,471.0
22094,471.0
22095,471.0
22096,2117.29
22097,2117.29
22098,2117.29
22099,2117.29
22100,1039.53
22101,1039.53
22102,1039.53
22103,1039.53
22104,128.48
22105,128.48
22106,128.48
22107,128.48
22108,1747.16
22109,1747.16
22110,1747.16
22111,1747.16
22112,2665.79
22113,2665.79
22114,2665.79
22115,2665.79
22116,28.54
22117,28.54
22118,28.54
22119,28.54
22120,3647.98
22121,3647.98
22122,3647.98
22123,3647.98
22124,335.45
22125,335.45
22126,335.45
22127,335.45
22128,68.29
22129,68.29
22130,68.29
22131,68.29
22132,1126.18
22133,1126.18
22134,1126.18
22135,1126.18
22136,1436.53
22137,1436.53
22138,1436.53
22139,1436.53
22140,778.09
22141,778.09
22142,778.09
22143,778.09
22144,3373.85
22145,3373.85
22146,3373.85
22147,3373.85
22148,3777.55
22149,3777.55
22150,3777.55
22151,3777.55
22152,1711.24
22153,1711.24
22154,1711.24
22155,1711.24
22156,370.57
22157,370.57
22158,370.57
22159,370.57
22160,2700.12
22161,2700.12
22162,2700.12
22163,2700.12
22164,1482.3
22165,1482.3
22166,1482.3
22167,1482.3
22168,727.29
22169,727.29
22170,727.29
22171,727.29
22172,132.59
22173,132.59
22174,132.59
22175,132.59
22176,1319.37
22177,1319.37
22178,1319.37
22179,1319.37
22180,898.45
22181,898.45
22182,898.45
22183,898.45
22184,1122.46
22185,1122.46
22186,1122.46
22187,1122.46
22188,1405.04
22189,1405.04
22190,1405.04
22191,1405.04
22192,4329.12
22193,4329.12
22194,4329.12
22195,4329.12
22196,784.87
22197,784.87
22198,784.87
22199,784.87
22200,1292.52
22201,1292.52
22202,1292.52
22203,1292.52
22204,1448.17
22205,1448.17
22206,1448.17
22207,1448.17
22208,4695.79
22209,4695.79
22210,4695.79
22211,4695.79
22212,44.91
22213,44.91
22214,44.91
22215,44.91
22216,1246.97
22217,1246.97
22218,1246.97
22219,1246.97
22220,3106.79
22221,3106.79
22222,3106.79
22223,3106.79
22224,1295.38
22225,1295.38
22226,1295.38
22227,1295.38
22228,1941.98
22229,1941.98
22230,1941.98
22231,1941.98
22232,1961.73
22233,1961.73
22234,1961.73
22235,1961.73
22236,1300.14
22237,1300.14
22238,1300.14
22239,1300.14
22240,280.11
22241,280.11
22242,280.11
22243,280.11
22244,64.65
22245,64.65
22246,64.65
22247,64.65
22248,4492.18
22249,4492.18
22250,4492.18
22251,4492.18
22252,521.92
22253,521.92
22254,521.92
22255,521.92
22256,711.8
22257,711.8
22258,711.8
22259,711.8
22260,1266.03
22261,1266.03
22262,1266.03
22263,1266.03
22264,1151.7
22265,1151.7
22266,1151.7
22267,1151.7
22268,442.23
22269,442.23
22270,442.23
22271,442.23
22272,3952.83
22273,3952.83
22274,3952.83
22275,3952.83
22276,715.01
22277,715.01
22278,715.01
22279,715.01
22280,1249.88
22281,1249.88
22282,1249.88
22283,1249.88
22284,358.85
22285,358.85
22286,358.85
22287,358.85
22288,953.75
22289,953.75
22290,953.75
22291,953.75
22292,176.26
22293,176.26
22294,176.26
22295,176.26
22296,1092.71
22297,1092.71
22298,1092.71
22299,1092.71
22300,3775.23
22301,3775.23
22302,3775.23
22303,3775.23
22304,117.58
22305,117.58
22306,117.58
22307,117.58
22308,1376.25
22309,1376.25
22310,1376.25
22311,1376.25
22312,1138.26
22313,1138.26
22314,1138.26
22315,1138.26
22316,4348.66
22317,4348.66
22318,4348.66
22319,4348.66
22320,1255.59
22321,1255.59
22322,1255.59
22323,1255.59
22324,682.46
22325,682.46
22326,682.46
22327,682.46
22328,1898.0
22329,1898.0
22330,1898.0
22331,1898.0
22332,447.92
22333,447.92
22334,447.92
22335,447.92
22336,424.5
22337,424.5
22338,424.5
22339,424.5
22340,285.36
22341,285.36
22342,285.36
22343,285.36
22344,1063.73
22345,1063.73
22346,1063.73
22347,1063.73
22348,479.18
22349,479.18
22350,479.18
22351,479.18
22352,787.76
22353,787.76
22354,787.76
22355,787.76
22356,474.37
22357,474.37
22358,474.37
22359,474.37
22360,207.43
22361,207.43
22362,207.43
22363,207.43
22364,2137.77
22365,2137.77
22366,2137.77
22367,2137.77
22368,3539.39
22369,3539.39
22370,3539.39
22371,3539.39
22372,1827.5
22373,1827.5
22374,1827.5
22375,1827.5
22376,3549.71
22377,3549.71
22378,3549.71
22379,3549.71
22380,1195.96
22381,1195.96
22382,1195.96
22383,1195.96
22384,1342.14
22385,1342.14
22386,1342.14
22387,1342.14
22388,884.11
22389,884.11
22390,884.11
22391,884.11
22392,824.62
22393,824.62
22394,824.62
22395,824.62
22396,1421.95
22397,1421.95
22398,1421.95
22399,1421.95
22400,404.81
22401,404.81
22402,404.81
22403,404.81
22404,1197.23
22405,1197.23
22406,1197.23
22407,1197.23
22408,484.79
22409,484.79
22410,484.79
22411,484.79
22412,4598.96
22413,4598.96
22414,4598.96
22415,4598.96
22416,1319.45
22417,1319.45
22418,1319.45
22419,1319.45
22420,1364.66
22421,1364.66
22422,1364.66
22423,1364.66
22424,1726.92
22425,1726.92
22426,1726.92
22427,1726.92
22428,2950.8
22429,2950.8
22430,2950.8
22431,2950.8
22432,1063.31
22433,1063.31
22434,1063.31
22435,1063.31
22436,1112.03
22437,1112.03
22438,1112.03
22439,1112.03
22440,1210.72
22441,1210.72
22442,1210.72
22443,1210.72
22444,530.27
22445,530.27
22446,530.27
22447,530.27
22448,328.83
22449,328.83
22450,328.83
22451,328.83
22452,825.71
22453,825.71
22454,825.71
22455,825.71
22456,891.71
22457,891.71
22458,891.71
22459,891.71
22460,999.25
22461,999.25
22462,999.25
22463,999.25
22464,289.82
22465,289.82
22466,289.82
22467,289.82
22468,1581.51
22469,1581.51
22470,1581.51
22471,1581.51
22472,1977.54
22473,1977.54
22474,1977.54
22475,1977.54
22476,2643.36
22477,2643.36
22478,2643.36
22479,2643.36
22480,454.67
22481,454.67
22482,454.67
22483,454.67
22484,1129.83
22485,1129.83
22486,1129.83
22487,1129.83
22488,3856.66
22489,3856.66
22490,3856.66
22491,3856.66
22492,4632.72
22493,4632.72
22494,4632.72
22495,4632.72
22496,4448.24
22497,4448.24
22498,4448.24
22499,4448.24
22500,13.59
22501,13.59
22502,13.59
22503,13.59
22504,1525.95
22505,1525.95
22506,1525.95
22507,1525.95
22508,2288.25
22509,2288.25
22510,2288.25
22511,2288.25
22512,2301.51
22513,2301.51
22514,2301.51
22515,2301.51
22516,4912.34
22517,4912.34
22518,4912.34
22519,4912.34
22520,335.22
22521,335.22
22522,335.22
22523,335.22
22524,766.58
22525,766.58
22526,766.58
22527,766.58
22528,3479.89
22529,3479.89
22530,3479.89
22531,3479.89
22532,3839.68
22533,3839.68
22534,3839.68
22535,3839.68
22536,1973.0
22537,1973.0
22538,1973.0
22539,1973.0
22540,2391.39
22541,2391.39
22542,2391.39
22543,2391.39
22544,1132.38
22545,1132.38
22546,1132.38
22547,1132.38
22548,419.67
22549,419.67
22550,419.67
22551,419.67
22552,1025.88
22553,1025.88
22554,1025.88
22555,1025.88
22556,2347.06
22557,2347.06
22558,2347.06
22559,2347.06
22560,1395.17
22561,1395.17
22562,1395.17
22563,1395.17
22564,793.87
22565,793.87
22566,793.87
22567,793.87
22568,917.37
22569,917.37
22570,917.37
22571,917.37
22572,1223.0
22573,1223.0
22574,1223.0
22575,1223.0
22576,1399.73
22577,1399.73
22578,1399.73
22579,1399.73
22580,655.05
22581,655.05
22582,655.05
22583,655.05
22584,4997.1
22585,4997.1
22586,4997.1
22587,4997.1
22588,314.79
22589,314.79
22590,314.79
22591,314.79
22592,1760.86
22593,1760.86
22594,1760.86
22595,1760.86
22596,2559.02
22597,2559.02
22598,2559.02
22599,2559.02
22600,1424.06
22601,1424.06
22602,1424.06
22603,1424.06
22604,1377.35
22605,1377.35
22606,1377.35
22607,1377.35
22608,972.51
22609,972.51
22610,972.51
22611,972.51
22612,514.68
22613,514.68
22614,514.68
22615,514.68
22616,1420.58
22617,1420.58
22618,1420.58
22619,1420.58
22620,110.89
22621,110.89
22622,110.89
22623,110.89
22624,1125.67
22625,1125.67
22626,1125.67
22627,1125.67
22628,4100.98
22629,4100.98
22630,4100.98
22631,4100.98
22632,930.08
22633,930.08
22634,930.08
22635,930.08
22636,353.25
22637,353.25
22638,353.25
22639,353.25
22640,79.67
22641,79.67
22642,79.67
22643,79.67
22644,397.93
22645,397.93
22646,397.93
22647,397.93
22648,1055.32
22649,1055.32
22650,1055.32
22651,1055.32
22652,448.22
22653,448.22
22654,448.22
22655,448.22
22656,2321.1
22657,2321.1
22658,2321.1
22659,2321.1
22660,3988.68
22661,3988.68
22662,3988.68
22663,3988.68
22664,1348.17
22665,1348.17
22666,1348.17
22667,1348.17
22668,1398.96
22669,1398.96
22670,1398.96
22671,1398.96
22672,1257.59
22673,1257.59
22674,1257.59
22675,1257.59
22676,275.6
22677,275.6
22678,275.6
22679,275.6
22680,622.68
22681,622.68
22682,622.68
22683,622.68
22684,3812.9
22685,3812.9
22686,3812.9
22687,3812.9
22688,821.6
22689,821.6
22690,821.6
22691,821.6
22692,2497.36
22693,2497.36
22694,2497.36
22695,2497.36
22696,4335.7
22697,4335.7
22698,4335.7
22699,4335.7
22700,438.69
22701,438.69
22702,438.69
22703,438.69
22704,4676.17
22705,4676.17
22706,4676.17
22707,4676.17
22708,245.63
22709,245.63
22710,245.63
22711,245.63
22712,1056.56
22713,1056.56
22714,1056.56
22715,1056.56
22716,139.77
22717,139.77
22718,139.77
22719,139.77
22720,542.91
22721,542.91
22722,542.91
22723,542.91
22724,109.83
22725,109.83
22726,109.83
22727,109.83
22728,1472.81
22729,1472.81
22730,1472.81
22731,1472.81
22732,3703.66
22733,3703.66
22734,3703.66
22735,3703.66
22736,1431.83
22737,1431.83
22738,1431.83
22739,1431.83
22740,2057.39
22741,2057.39
22742,2057.39
22743,2057.39
22744,981.66
22745,981.66
22746,981.66
22747,981.66
22748,575.33
22749,575.33
22750,575.33
22751,575.33
22752,883.91
22753,883.91
22754,883.91
22755,883.91
22756,1784.53
22757,1784.53
22758,1784.53
22759,1784.53
22760,1933.98
22761,1933.98
22762,1933.98
22763,1933.98
22764,453.4
22765,453.4
22766,453.4
22767,453.4
22768,1013.66
22769,1013.66
22770,1013.66
22771,1013.66
22772,715.46
22773,715.46
22774,715.46
22775,715.46
22776,3680.6
22777,3680.6
22778,3680.6
22779,3680.6
22780,11.49
22781,11.49
22782,11.49
22783,11.49
22784,291.72
22785,291.72
22786,291.72
22787,291.72
22788,146.6
22789,146.6
22790,146.6
22791,146.6
22792,1201.75
22793,1201.75
22794,1201.75
22795,1201.75
22796,434.36
22797,434.36
22798,434.36
22799,434.36
22800,189.1
22801,189.1
22802,189.1
22803,189.1
22804,630.24
22805,630.24
22806,630.24
22807,630.24
22808,1398.98
22809,1398.98
22810,1398.98
22811,1398.98
22812,1454.68
22813,1454.68
22814,1454.68
22815,1454.68
22816,777.89
22817,777.89
22818,777.89
22819,777.89
22820,822.54
22821,822.54
22822,822.54
22823,822.54
22824,1498.41
22825,1498.41
22826,1498.41
22827,1498.41
22828,1561.52
22829,1561.52
22830,1561.52
22831,1561.52
22832,904.93
22833,904.93
22834,904.93
22835,904.93
22836,2424.8
22837,2424.8
22838,2424.8
22839,2424.8
22840,1330.7
22841,1330.7
22842,1330.7
22843,1330.7
22844,1588.39
22845,1588.39
22846,1588.39
22847,1588.39
22848,1304.38
22849,1304.38
22850,1304.38
22851,1304.38
22852,1039.74
22853,1039.74
22854,1039.74
22855,1039.74
22856,381.11
22857,381.11
22858,381.11
22859,381.11
22860,852.74
22861,852.74
22862,852.74
22863,852.74
22864,997.64
22865,997.64
22866,997.64
22867,997.64
22868,644.74
22869,644.74
22870,644.74
22871,644.74
22872,693.76
22873,693.76
22874,693.76
22875,693.76
22876,3231.08
22877,3231.08
22878,3231.08
22879,3231.08
22880,698.93
22881,698.93
22882,698.93
22883,698.93
22884,2590.63
22885,2590.63
22886,2590.63
22887,2590.63
22888,3777.1
22889,3777.1
22890,3777.1
22891,3777.1
22892,1110.26
22893,1110.26
22894,1110.26
22895,1110.26
22896,1402.89
22897,1402.89
22898,1402.89
22899,1402.89
22900,626.34
22901,626.34
22902,626.34
22903,626.34
22904,837.96
22905,837.96
22906,837.96
22907,837.96
22908,1216.94
22909,1216.94
22910,1216.94
